측정년도,측정월,측정소,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
2019,11,성북구,16,47,0.7,0.012,0.035,0.003
2019,12,성북구,27,43,0.8,0.011,0.039,0.003
2020,1,성북구,27,41,0.8,0.014,0.039,0.003
2020,2,성북구,27,40,0.7,0.018,0.036,0.003
2020,3,성북구,23,45,0.6,0.026,0.031,0.003
2020,4,성북구,19,46,0.4,0.035,0.026,0.003
2020,5,성북구,18,36,0.5,0.034,0.025,0.002
2020,6,성북구,20,38,0.5,0.043,0.024,0.002
2020,7,성북구,13,22,0.5,0.027,0.02,0.002
2020,8,성북구,12,22,0.4,0.018,0.018,0.002
2020,9,성북구,9,19,0.3,0.026,0.02,0.003
2020,10,성북구,15,36,0.5,0.021,0.028,0.003
2020,11,성북구,21,45,0.7,0.012,0.031,0.003
2020,12,성북구,24,44,0.7,0.013,0.034,0.003
2021,1,성북구,19,37,0.7,0.013,0.032,0.004
2021,2,성북구,26,49,0.6,0.019,0.032,0.003
2021,3,성북구,29,67,0.7,0.021,0.033,0.003
2021,4,성북구,17,45,0.5,0.033,0.025,0.003
2021,5,성북구,21,64,0.4,0.036,0.021,0.003
2021,6,성북구,16,34,0.6,0.043,0.019,0.003
2021,7,성북구,12,24,0.5,0.039,0.018,0.002
2021,8,성북구,10,20,0.5,0.033,0.016,0.003
2021,9,성북구,6,13,0.4,0.03,0.017,0.002
2021,10,성북구,12,26,0.5,0.021,0.025,0.003
2021,11,성북구,24,49,0.6,0.018,0.034,0.003
2021,12,성북구,21,36,0.6,0.014,0.034,0.003
2016,1,용산구,28,41,0.4,0.012,0.036,0.005
2016,2,용산구,25,38,0.5,0.016,0.035,0.005
2016,3,용산구,33,54,0.6,0.021,0.041,0.005
2016,4,용산구,31,58,0.5,0.029,0.037,0.005
2016,5,용산구,29,49,0.5,0.036,0.034,0.005
2016,6,용산구,28,43,0.5,0.034,0.033,0.005
2016,7,용산구,24,35,0.3,0.025,0.023,0.004
2016,8,용산구,23,34,0.4,0.03,0.021,0.004
2016,9,용산구,25,35,0.4,0.026,0.024,0.003
2016,10,용산구,23,33,0.5,0.016,0.028,0.003
2016,11,용산구,31,45,0.6,0.011,0.034,0.004
2016,12,용산구,32,43,0.7,0.008,0.034,0.005
2017,1,용산구,33,46,0.6,0.012,0.032,0.005
2017,2,용산구,28,40,0.6,0.015,0.004,0.004
2017,3,용산구,35,52,0.5,0.018,0.004,0.004
2017,4,용산구,26,47,0.4,0.023,0.03,0.004
2017,5,용산구,24,50,0.3,0.023,0.028,0.004
2017,6,용산구,23,43,0.3,0.036,0.024,0.004
2017,7,용산구,24,36,0.4,0.027,0.022,0.003
2017,8,용산구,14,20,0.3,0.023,0.02,0.003
2017,9,용산구,18,28,0.3,0.025,0.024,0.003
2017,10,용산구,15,24,0.3,0.018,0.025,0.003
2017,11,용산구,21,35,0.4,0.012,0.032,0.004
2017,12,용산구,33,48,0.4,0.01,0.034,0.005
2018,1,용산구,32,48,0.4,0.012,0.034,0.005
2018,2,용산구,27,47,0.5,0.016,0.031,0.005
2018,3,용산구,48,59,0.5,0.027,0.035,0.004
2018,4,용산구,27,48,0.5,0.03,0.034,0.004
2018,5,용산구,21,36,0.4,0.034,0.028,0.003
2018,6,용산구,23,32,0.4,0.035,0.028,0.003
2018,7,용산구,17,23,0.3,0.023,0.021,0.003
2018,8,용산구,14,19,0.3,0.03,0.019,0.003
2018,9,용산구,8,14,0.3,0.026,0.019,0.003
2018,10,용산구,14,21,0.4,0.017,0.029,0.003
2018,11,용산구,28,42,0.6,0.01,0.041,0.004
2018,12,용산구,24,35,0.6,0.009,0.038,0.003
2019,1,용산구,35,54,0.7,0.01,0.043,0.004
2019,2,용산구,36,49,0.6,0.014,0.041,0.004
2019,3,용산구,45,59,0.6,0.025,0.04,0.004
2019,4,용산구,17,31,0.4,0.026,0.034,0.003
2019,5,용산구,26,41,0.5,0.04,0.035,0.004
2019,6,용산구,16,20,0.4,0.037,0.026,0.003
2019,7,용산구,20,21,0.4,0.031,0.022,0.003
2019,8,용산구,18,23,0.4,0.03,0.021,0.003
2019,9,용산구,11,17,0.4,0.022,0.023,0.003
2019,10,용산구,14,23,0.4,0.02,0.027,0.003
2019,11,용산구,18,32,0.5,0.011,0.038,0.003
2019,12,용산구,30,37,0.6,0.009,0.032,0.003
2020,1,용산구,29,42,0.6,0.013,0.029,0.003
2020,2,용산구,27,39,0.6,0.017,0.027,0.002
2020,3,용산구,23,46,0.5,0.027,0.024,0.003
2020,4,용산구,20,45,0.4,0.034,0.018,0.003
2020,5,용산구,18,35,0.4,0.028,0.017,0.002
2020,6,용산구,21,37,0.4,0.037,0.018,0.002
2020,7,용산구,14,21,0.4,0.027,0.013,0.003
2020,8,용산구,15,24,0.3,0.016,0.012,0.003
2020,9,용산구,11,20,0.3,0.024,0.012,0.003
2020,10,용산구,16,34,0.4,0.018,0.018,0.004
2020,11,용산구,21,45,0.5,0.012,0.026,0.004
2020,12,용산구,23,48,0.5,0.011,0.028,0.004
2021,1,용산구,19,43,0.5,0.012,0.027,0.003
2021,2,용산구,27,44,0.5,0.018,0.026,0.004
2021,3,용산구,29,60,0.5,0.02,0.029,0.003
2021,4,용산구,18,39,0.4,0.03,0.021,0.003
2021,5,용산구,17,59,0.4,0.029,0.019,0.003
2021,6,용산구,19,31,0.4,0.032,0.019,0.003
2021,7,용산구,16,23,0.3,0.034,0.017,0.003
2021,8,용산구,14,21,0.3,0.028,0.016,0.003
2021,9,용산구,7,14,0.3,0.026,0.014,0.002
2021,10,용산구,13,23,0.3,0.02,0.021,0.003
2021,11,용산구,26,43,0.5,0.016,0.029,0.003
2021,12,용산구,23,38,0.5,0.012,0.029,0.003
2016,1,광진구,36,54,0.6,0.014,0.034,0.005
2016,2,광진구,30,49,0.6,0.013,0.033,0.005
2016,3,광진구,40,67,0.6,0.02,0.037,0.005
2016,4,광진구,34,68,0.6,0.034,0.034,0.004
2016,5,광진구,31,55,0.5,0.039,0.031,0.004
2016,6,광진구,29,48,0.5,0.035,0.033,0.004
2016,7,광진구,21,30,0.5,0.024,0.028,0.004
2016,8,광진구,21,35,0.7,0.029,0.027,0.004
2016,9,광진구,22,34,0.5,0.027,0.027,0.004
2016,10,광진구,18,36,0.5,0.019,0.03,0.004
2016,11,광진구,32,52,0.6,0.015,0.037,0.004
2016,12,광진구,34,47,0.6,0.011,0.037,0.005
2017,1,광진구,36,53,0.7,0.017,0.037,0.005
2017,2,광진구,31,46,0.6,0.02,0.005,0.005
2017,3,광진구,44,58,0.6,0.03,0.005,0.005
2017,4,광진구,25,52,0.5,0.043,0.03,0.005
2017,5,광진구,23,55,0.5,0.043,0.028,0.005
2017,6,광진구,20,34,0.5,0.041,0.025,0.004
2017,7,광진구,20,33,0.6,0.026,0.024,0.004
2017,8,광진구,10,20,0.5,0.023,0.021,0.004
2017,9,광진구,16,26,0.6,0.029,0.032,0.004
2017,10,광진구,14,25,0.5,0.027,0.028,0.004
2017,11,광진구,25,45,0.6,0.017,0.034,0.004
2017,12,광진구,32,51,0.7,0.012,0.036,0.005
2018,1,광진구,32,53,0.7,0.014,0.038,0.005
2018,2,광진구,29,53,0.7,0.019,0.037,0.005
2018,3,광진구,26,45,0.6,0.023,0.032,0.005
2018,4,광진구,23,54,0.4,0.032,0.031,0.004
2018,5,광진구,22,44,0.5,0.03,0.024,0.004
2018,6,광진구,24,39,0.7,0.03,0.022,0.004
2018,7,광진구,15,24,0.5,0.022,0.016,0.006
2018,8,광진구,14,23,0.5,0.027,0.015,0.005
2018,9,광진구,7,20,0.4,0.022,0.016,0.004
2018,10,광진구,13,29,0.5,0.015,0.024,0.005
2018,11,광진구,27,52,0.7,0.008,0.036,0.005
2018,12,광진구,21,40,0.9,0.008,0.034,0.004
2019,1,광진구,37,65,1.0,0.009,0.041,0.004
2019,2,광진구,35,55,0.9,0.015,0.036,0.004
2019,3,광진구,46,69,0.8,0.024,0.034,0.005
2019,4,광진구,24,43,0.7,0.026,0.029,0.004
2019,5,광진구,34,57,0.8,0.037,0.029,0.005
2019,6,광진구,25,32,0.6,0.033,0.02,0.004
2019,7,광진구,22,27,0.6,0.026,0.017,0.004
2019,8,광진구,19,28,0.7,0.03,0.018,0.004
2019,9,광진구,15,24,0.6,0.023,0.018,0.004
2019,10,광진구,17,34,0.6,0.021,0.02,0.002
2019,11,광진구,20,40,0.6,0.011,0.028,0.002
2019,12,광진구,23,37,0.7,0.01,0.03,0.003
2020,1,광진구,23,40,0.8,0.012,0.029,0.003
2020,2,광진구,27,41,0.6,0.016,0.028,0.002
2020,3,광진구,24,46,0.5,0.023,0.025,0.003
2020,4,광진구,20,45,0.5,0.033,0.019,0.003
2020,5,광진구,20,36,0.5,0.04,0.021,0.004
2020,6,광진구,21,35,0.5,0.053,0.019,0.003
2020,7,광진구,12,19,0.5,0.038,0.014,0.003
2020,8,광진구,14,23,0.4,0.02,0.013,0.003
2020,9,광진구,9,18,0.4,0.021,0.012,0.003
2020,10,광진구,16,30,0.7,0.015,0.016,0.003
2020,11,광진구,24,38,0.6,0.01,0.02,0.003
2020,12,광진구,27,38,0.6,0.011,0.025,0.002
2021,1,광진구,21,35,0.6,0.011,0.025,0.003
2021,2,광진구,29,45,0.6,0.017,0.026,0.003
2021,3,광진구,31,63,0.5,0.024,0.029,0.003
2021,4,광진구,18,41,0.4,0.036,0.02,0.003
2021,5,광진구,19,60,0.4,0.035,0.017,0.003
2021,6,광진구,18,31,0.5,0.04,0.015,0.003
2021,7,광진구,14,23,0.4,0.038,0.013,0.003
2021,8,광진구,14,22,0.4,0.038,0.013,0.002
2021,9,광진구,7,15,0.5,0.029,0.011,0.003
2021,10,광진구,13,26,0.5,0.02,0.016,0.003
2021,11,광진구,26,44,0.6,0.016,0.028,0.003
2021,12,광진구,23,37,0.6,0.012,0.031,0.002
2016,1,성동구,26,52,0.6,0.012,0.037,0.005
2016,2,성동구,23,52,0.5,0.017,0.036,0.004
2016,3,성동구,29,71,0.5,0.023,0.04,0.006
2016,4,성동구,28,81,0.5,0.03,0.038,0.007
2016,5,성동구,29,63,0.5,0.036,0.036,0.007
2016,6,성동구,28,50,0.4,0.035,0.035,0.007
2016,7,성동구,21,34,0.3,0.019,0.027,0.005
2016,8,성동구,21,36,0.4,0.023,0.027,0.006
2016,9,성동구,24,39,0.5,0.019,0.029,0.006
2016,10,성동구,21,39,0.5,0.012,0.029,0.004
2016,11,성동구,29,56,0.6,0.011,0.038,0.004
2016,12,성동구,30,50,0.6,0.008,0.038,0.005
2017,1,성동구,31,54,0.6,0.013,0.035,0.004
2017,2,성동구,28,47,0.5,0.016,0.004,0.004
2017,3,성동구,45,65,0.5,0.021,0.005,0.005
2017,4,성동구,28,62,0.4,0.025,0.031,0.005
2017,5,성동구,27,74,0.4,0.026,0.029,0.005
2017,6,성동구,21,44,0.5,0.039,0.024,0.004
2017,7,성동구,19,30,0.5,0.025,0.022,0.004
2017,8,성동구,12,22,0.5,0.022,0.019,0.004
2017,9,성동구,17,36,0.6,0.023,0.024,0.004
2017,10,성동구,14,30,0.5,0.016,0.025,0.004
2017,11,성동구,22,43,0.6,0.011,0.035,0.005
2017,12,성동구,33,52,0.6,0.009,0.032,0.005
2018,1,성동구,33,53,0.6,0.011,0.032,0.006
2018,2,성동구,33,57,0.5,0.014,0.031,0.006
2018,3,성동구,37,56,0.6,0.02,0.031,0.005
2018,4,성동구,30,61,0.6,0.025,0.03,0.005
2018,5,성동구,26,45,0.4,0.026,0.025,0.005
2018,6,성동구,25,41,0.4,0.026,0.025,0.005
2018,7,성동구,15,24,0.3,0.019,0.015,0.005
2018,8,성동구,14,24,0.3,0.024,0.015,0.005
2018,9,성동구,10,21,0.3,0.021,0.017,0.005
2018,10,성동구,14,29,0.3,0.013,0.027,0.005
2018,11,성동구,25,50,0.5,0.009,0.034,0.005
2018,12,성동구,22,45,0.5,0.009,0.033,0.005
2019,1,성동구,41,75,0.7,0.012,0.042,0.004
2019,2,성동구,40,66,0.6,0.018,0.04,0.004
2019,3,성동구,51,80,0.6,0.028,0.037,0.003
2019,4,성동구,23,46,0.4,0.032,0.033,0.004
2019,5,성동구,30,55,0.5,0.049,0.034,0.004
2019,6,성동구,22,34,0.4,0.044,0.025,0.003
2019,7,성동구,20,31,0.4,0.033,0.022,0.003
2019,8,성동구,12,25,0.4,0.033,0.023,0.003
2019,9,성동구,11,22,0.4,0.027,0.022,0.004
2019,10,성동구,14,29,0.4,0.022,0.026,0.003
2019,11,성동구,20,38,0.6,0.012,0.037,0.003
2019,12,성동구,27,38,0.6,0.01,0.037,0.004
2020,1,성동구,29,40,0.6,0.014,0.034,0.004
2020,2,성동구,27,40,0.5,0.018,0.03,0.004
2020,3,성동구,25,42,0.5,0.027,0.028,0.003
2020,4,성동구,20,40,0.4,0.039,0.021,0.003
2020,5,성동구,19,33,0.4,0.034,0.019,0.003
2020,6,성동구,23,36,0.4,0.042,0.02,0.003
2020,7,성동구,14,20,0.3,0.029,0.015,0.003
2020,8,성동구,16,23,0.3,0.018,0.008,0.003
2020,9,성동구,12,19,0.3,0.028,0.016,0.003
2020,10,성동구,17,31,0.4,0.021,0.031,0.004
2020,11,성동구,24,38,0.5,0.015,0.037,0.004
2020,12,성동구,26,38,0.6,0.016,0.038,0.004
2021,1,성동구,21,34,0.6,0.017,0.033,0.003
2021,2,성동구,28,45,0.6,0.024,0.033,0.003
2021,3,성동구,34,68,0.6,0.028,0.038,0.003
2021,4,성동구,20,39,0.4,0.043,0.027,0.003
2021,5,성동구,19,59,0.4,0.043,0.023,0.003
2021,6,성동구,21,31,0.4,0.043,0.021,0.003
2021,7,성동구,17,23,0.3,0.039,0.02,0.003
2021,8,성동구,13,21,0.4,0.035,0.018,0.003
2021,9,성동구,6,15,0.3,0.034,0.016,0.003
2021,10,성동구,11,28,0.4,0.023,0.028,0.003
2021,11,성동구,22,47,0.5,0.017,0.035,0.004
2021,12,성동구,18,40,0.5,0.013,0.033,0.003
2016,1,도봉구,25,49,0.6,0.021,0.034,0.006
2016,2,도봉구,20,44,0.5,0.028,0.03,0.005
2016,3,도봉구,27,61,0.5,0.036,0.035,0.005
2016,4,도봉구,26,71,0.5,0.036,0.032,0.005
2016,5,도봉구,28,56,0.4,0.047,0.025,0.004
2016,6,도봉구,26,41,0.4,0.044,0.024,0.004
2016,7,도봉구,20,32,0.4,0.028,0.022,0.004
2016,8,도봉구,21,33,0.3,0.036,0.021,0.004
2016,9,도봉구,22,35,0.4,0.023,0.024,0.004
2016,10,도봉구,19,36,0.4,0.019,0.026,0.004
2016,11,도봉구,26,53,0.6,0.016,0.034,0.005
2016,12,도봉구,28,49,0.6,0.012,0.035,0.005
2017,1,도봉구,30,55,0.6,0.016,0.032,0.005
2017,2,도봉구,26,46,0.6,0.02,0.005,0.005
2017,3,도봉구,34,60,0.5,0.028,0.005,0.005
2017,4,도봉구,25,56,0.5,0.039,0.026,0.005
2017,5,도봉구,25,65,0.5,0.043,0.024,0.005
2017,6,도봉구,24,40,0.5,0.045,0.019,0.004
2017,7,도봉구,23,30,0.5,0.028,0.021,0.004
2017,8,도봉구,13,21,0.4,0.024,0.017,0.004
2017,9,도봉구,18,32,0.5,0.029,0.024,0.004
2017,10,도봉구,14,28,0.5,0.023,0.023,0.004
2017,11,도봉구,20,39,0.6,0.017,0.028,0.005
2017,12,도봉구,31,51,0.7,0.014,0.035,0.005
2018,1,도봉구,32,54,0.7,0.017,0.032,0.005
2018,2,도봉구,30,58,0.6,0.024,0.029,0.006
2018,3,도봉구,32,57,0.6,0.031,0.029,0.005
2018,4,도봉구,30,57,0.6,0.035,0.027,0.004
2018,5,도봉구,21,40,0.5,0.037,0.023,0.004
2018,6,도봉구,23,37,0.6,0.04,0.018,0.005
2018,7,도봉구,14,26,0.6,0.026,0.013,0.004
2018,8,도봉구,13,24,0.6,0.033,0.012,0.005
2018,9,도봉구,9,21,0.5,0.028,0.014,0.004
2018,10,도봉구,16,27,0.5,0.021,0.021,0.005
2018,11,도봉구,32,53,0.7,0.015,0.031,0.004
2018,12,도봉구,25,40,0.9,0.016,0.026,0.004
2019,1,도봉구,36,62,0.9,0.017,0.03,0.005
2019,2,도봉구,33,52,0.7,0.023,0.026,0.005
2019,3,도봉구,43,65,0.6,0.033,0.024,0.005
2019,4,도봉구,19,38,0.4,0.035,0.018,0.004
2019,5,도봉구,28,53,0.5,0.048,0.018,0.005
2019,6,도봉구,17,29,0.4,0.043,0.012,0.003
2019,7,도봉구,14,23,0.4,0.034,0.01,0.003
2019,8,도봉구,11,20,0.4,0.032,0.01,0.004
2019,9,도봉구,9,17,0.4,0.025,0.013,0.004
2019,10,도봉구,13,25,0.5,0.023,0.019,0.002
2019,11,도봉구,17,32,0.6,0.015,0.027,0.003
2019,12,도봉구,25,38,0.7,0.014,0.027,0.003
2020,1,도봉구,25,38,0.7,0.018,0.026,0.003
2020,2,도봉구,28,38,0.6,0.022,0.025,0.003
2020,3,도봉구,23,41,0.5,0.032,0.021,0.003
2020,4,도봉구,19,42,0.4,0.04,0.019,0.003
2020,5,도봉구,19,34,0.3,0.04,0.019,0.003
2020,6,도봉구,20,37,0.3,0.05,0.018,0.003
2020,7,도봉구,13,23,0.3,0.032,0.011,0.002
2020,8,도봉구,10,19,0.2,0.019,0.009,0.002
2020,9,도봉구,8,13,0.2,0.03,0.01,0.003
2020,10,도봉구,16,27,0.4,0.025,0.018,0.003
2020,11,도봉구,23,36,0.4,0.019,0.023,0.003
2020,12,도봉구,28,38,0.5,0.019,0.023,0.003
2021,1,도봉구,20,33,0.5,0.018,0.025,0.002
2021,2,도봉구,28,41,0.4,0.026,0.024,0.003
2021,3,도봉구,31,61,0.4,0.031,0.023,0.003
2021,4,도봉구,17,41,0.3,0.041,0.015,0.003
2021,5,도봉구,20,59,0.3,0.038,0.012,0.003
2021,6,도봉구,15,32,0.3,0.043,0.011,0.003
2021,7,도봉구,11,23,0.2,0.037,0.009,0.003
2021,8,도봉구,9,22,0.4,0.031,0.01,0.003
2021,9,도봉구,5,16,0.4,0.029,0.009,0.002
2021,10,도봉구,12,27,0.5,0.022,0.016,0.003
2021,11,도봉구,28,46,0.6,0.02,0.025,0.003
2021,12,도봉구,23,40,0.7,0.016,0.025,0.002
2016,1,서대문구,25,52,0.7,0.017,0.041,0.006
2016,2,서대문구,21,46,0.6,0.021,0.034,0.005
2016,3,서대문구,32,68,0.6,0.028,0.047,0.006
2016,4,서대문구,33,75,0.6,0.036,0.024,0.005
2016,5,서대문구,30,58,0.5,0.045,0.019,0.004
2016,6,서대문구,27,46,0.3,0.043,0.02,0.004
2016,7,서대문구,17,34,0.3,0.029,0.018,0.003
2016,8,서대문구,18,35,0.4,0.033,0.018,0.003
2016,9,서대문구,19,37,0.4,0.034,0.018,0.003
2016,10,서대문구,16,37,0.5,0.023,0.02,0.004
2016,11,서대문구,21,56,0.6,0.018,0.025,0.005
2016,12,서대문구,25,53,0.7,0.014,0.028,0.005
2017,1,서대문구,29,57,0.6,0.018,0.028,0.006
2017,2,서대문구,26,48,0.6,0.021,0.006,0.006
2017,3,서대문구,37,65,0.6,0.024,0.006,0.006
2017,4,서대문구,28,62,0.5,0.032,0.034,0.006
2017,5,서대문구,27,69,0.5,0.037,0.031,0.007
2017,6,서대문구,24,47,0.4,0.037,0.028,0.005
2017,7,서대문구,23,35,0.4,0.027,0.026,0.005
2017,8,서대문구,14,20,0.4,0.024,0.024,0.005
2017,9,서대문구,20,32,0.4,0.032,0.023,0.005
2017,10,서대문구,15,27,0.5,0.024,0.024,0.005
2017,11,서대문구,22,40,0.5,0.015,0.023,0.004
2017,12,서대문구,28,48,0.5,0.013,0.025,0.004
2018,1,서대문구,32,64,0.8,0.015,0.036,0.003
2018,2,서대문구,26,57,0.5,0.021,0.033,0.003
2018,3,서대문구,35,51,0.5,0.031,0.03,0.004
2018,4,서대문구,27,54,0.6,0.037,0.026,0.003
2018,5,서대문구,27,47,0.6,0.037,0.021,0.003
2018,6,서대문구,28,39,0.6,0.035,0.021,0.003
2018,7,서대문구,14,22,0.5,0.022,0.015,0.003
2018,8,서대문구,12,21,0.5,0.03,0.014,0.003
2018,9,서대문구,11,21,0.4,0.028,0.014,0.003
2018,10,서대문구,15,27,0.4,0.022,0.02,0.003
2018,11,서대문구,28,51,0.8,0.011,0.037,0.007
2018,12,서대문구,26,43,0.7,0.013,0.029,0.006
2019,1,서대문구,39,66,1.1,0.012,0.032,0.005
2019,2,서대문구,36,55,1.1,0.019,0.027,0.005
2019,3,서대문구,47,69,1.0,0.029,0.029,0.005
2019,4,서대문구,23,44,0.7,0.031,0.025,0.004
2019,5,서대문구,31,59,0.7,0.045,0.025,0.005
2019,6,서대문구,21,30,0.6,0.043,0.015,0.003
2019,7,서대문구,17,24,0.6,0.033,0.013,0.003
2019,8,서대문구,10,23,0.7,0.033,0.012,0.003
2019,9,서대문구,7,20,0.6,0.027,0.014,0.003
2019,10,서대문구,12,28,0.6,0.025,0.018,0.003
2019,11,서대문구,14,34,0.8,0.016,0.027,0.005
2019,12,서대문구,21,40,0.8,0.013,0.03,0.005
2020,1,서대문구,25,41,0.9,0.016,0.03,0.005
2020,2,서대문구,29,40,0.8,0.02,0.028,0.004
2020,3,서대문구,27,50,0.7,0.03,0.023,0.003
2020,4,서대문구,21,50,0.5,0.039,0.015,0.003
2020,5,서대문구,22,40,0.5,0.038,0.017,0.002
2020,6,서대문구,18,34,0.5,0.047,0.016,0.002
2020,7,서대문구,10,15,0.4,0.033,0.012,0.002
2020,8,서대문구,9,14,0.3,0.021,0.01,0.002
2020,9,서대문구,9,14,0.3,0.029,0.011,0.003
2020,10,서대문구,17,30,0.5,0.026,0.019,0.003
2020,11,서대문구,22,37,0.8,0.017,0.026,0.004
2020,12,서대문구,23,35,0.7,0.015,0.03,0.006
2021,1,서대문구,21,32,0.7,0.017,0.027,0.006
2021,2,서대문구,30,42,0.7,0.023,0.026,0.005
2021,3,서대문구,35,66,0.7,0.028,0.025,0.005
2021,4,서대문구,20,38,0.5,0.04,0.017,0.004
2021,5,서대문구,24,60,0.5,0.039,0.014,0.004
2021,6,서대문구,16,28,0.4,0.044,0.013,0.004
2021,7,서대문구,14,17,0.3,0.039,0.011,0.004
2021,8,서대문구,11,20,0.4,0.032,0.009,0.003
2021,9,서대문구,6,11,0.3,0.032,0.008,0.003
2021,10,서대문구,11,24,0.5,0.024,0.014,0.003
2021,11,서대문구,28,43,0.7,0.018,0.023,0.005
2021,12,서대문구,24,36,0.7,0.014,0.026,0.004
2016,1,구로구,26,46,0.7,0.014,0.029,0.007
2016,2,구로구,23,41,0.6,0.018,0.029,0.007
2016,3,구로구,31,67,0.6,0.024,0.03,0.007
2016,4,구로구,32,79,0.6,0.027,0.028,0.007
2016,5,구로구,32,61,0.5,0.035,0.024,0.006
2016,6,구로구,31,51,0.5,0.029,0.022,0.006
2016,7,구로구,24,37,0.4,0.035,0.019,0.005
2016,8,구로구,25,41,0.3,0.036,0.019,0.005
2016,9,구로구,24,41,0.4,0.03,0.023,0.005
2016,10,구로구,20,40,0.4,0.019,0.026,0.005
2016,11,구로구,27,53,0.5,0.015,0.027,0.006
2016,12,구로구,30,50,0.5,0.01,0.029,0.006
2017,1,구로구,32,55,0.6,0.013,0.027,0.006
2017,2,구로구,28,47,0.6,0.015,0.007,0.007
2017,3,구로구,37,63,0.6,0.021,0.008,0.008
2017,4,구로구,25,57,0.5,0.031,0.023,0.007
2017,5,구로구,24,66,0.5,0.038,0.019,0.007
2017,6,구로구,21,42,0.4,0.04,0.018,0.006
2017,7,구로구,22,31,0.4,0.033,0.017,0.006
2017,8,구로구,15,22,0.4,0.026,0.018,0.006
2017,9,구로구,22,35,0.5,0.026,0.02,0.006
2017,10,구로구,17,30,0.5,0.019,0.025,0.006
2017,11,구로구,22,40,0.6,0.01,0.024,0.006
2017,12,구로구,35,55,0.6,0.008,0.025,0.007
2018,1,구로구,37,59,0.6,0.01,0.025,0.007
2018,2,구로구,28,58,0.6,0.014,0.022,0.007
2018,3,구로구,42,61,0.4,0.029,0.031,0.005
2018,4,구로구,28,59,0.3,0.034,0.029,0.005
2018,5,구로구,20,45,0.3,0.042,0.023,0.003
2018,6,구로구,26,40,0.3,0.043,0.023,0.004
2018,7,구로구,13,21,0.2,0.031,0.017,0.003
2018,8,구로구,13,21,0.2,0.038,0.016,0.003
2018,9,구로구,8,22,0.2,0.029,0.02,0.003
2018,10,구로구,14,33,0.3,0.018,0.03,0.004
2018,11,구로구,30,59,0.5,0.011,0.04,0.005
2018,12,구로구,20,43,0.4,0.012,0.034,0.006
2019,1,구로구,30,67,0.5,0.012,0.037,0.007
2019,2,구로구,29,56,0.4,0.018,0.032,0.006
2019,3,구로구,44,72,0.4,0.029,0.029,0.006
2019,4,구로구,23,46,0.3,0.027,0.026,0.004
2019,5,구로구,36,61,0.3,0.045,0.023,0.004
2019,6,구로구,23,31,0.3,0.044,0.018,0.004
2019,7,구로구,18,19,0.3,0.041,0.016,0.004
2019,8,구로구,14,22,0.3,0.028,0.016,0.005
2019,9,구로구,8,19,0.3,0.027,0.021,0.004
2019,10,구로구,11,27,0.3,0.028,0.025,0.004
2019,11,구로구,24,42,0.4,0.017,0.031,0.004
2019,12,구로구,28,40,0.4,0.015,0.031,0.004
2020,1,구로구,29,41,0.5,0.018,0.031,0.005
2020,2,구로구,30,40,0.4,0.023,0.034,0.003
2020,3,구로구,27,53,0.4,0.034,0.032,0.003
2020,4,구로구,22,51,0.3,0.042,0.02,0.003
2020,5,구로구,25,43,0.2,0.039,0.016,0.002
2020,6,구로구,18,35,0.2,0.049,0.014,0.003
2020,7,구로구,10,17,0.2,0.036,0.014,0.002
2020,8,구로구,9,18,0.3,0.019,0.011,0.003
2020,9,구로구,8,19,0.3,0.028,0.012,0.002
2020,10,구로구,15,36,0.4,0.023,0.026,0.003
2020,11,구로구,27,45,0.4,0.015,0.028,0.003
2020,12,구로구,27,44,0.5,0.015,0.031,0.004
2021,1,구로구,20,39,0.5,0.016,0.032,0.004
2021,2,구로구,29,51,0.4,0.023,0.03,0.004
2021,3,구로구,36,75,0.4,0.026,0.032,0.003
2021,4,구로구,21,47,0.4,0.04,0.022,0.004
2021,5,구로구,22,64,0.4,0.04,0.02,0.003
2021,6,구로구,14,32,0.4,0.044,0.02,0.003
2021,7,구로구,13,19,0.3,0.044,0.016,0.003
2021,8,구로구,11,19,0.4,0.039,0.014,0.003
2021,9,구로구,7,15,0.4,0.035,0.013,0.003
2021,10,구로구,13,29,0.4,0.026,0.02,0.003
2021,11,구로구,27,46,0.4,0.023,0.031,0.003
2021,12,구로구,24,41,0.5,0.018,0.03,0.003
2016,1,서초구,26,56,0.5,0.012,0.031,0.006
2016,2,서초구,21,46,0.5,0.017,0.03,0.006
2016,3,서초구,28,68,0.4,0.023,0.035,0.006
2016,4,서초구,25,76,0.5,0.029,0.037,0.005
2016,5,서초구,28,62,0.4,0.04,0.031,0.004
2016,6,서초구,28,44,0.4,0.038,0.029,0.004
2016,7,서초구,21,34,0.4,0.028,0.026,0.004
2016,8,서초구,21,32,0.5,0.034,0.021,0.003
2016,9,서초구,23,39,0.6,0.028,0.026,0.004
2016,10,서초구,19,40,0.6,0.018,0.031,0.004
2016,11,서초구,25,54,0.6,0.014,0.037,0.005
2016,12,서초구,26,50,0.7,0.01,0.037,0.005
2017,1,서초구,27,56,0.7,0.016,0.033,0.005
2017,2,서초구,27,49,0.6,0.019,0.005,0.005
2017,3,서초구,44,65,0.6,0.025,0.005,0.005
2017,4,서초구,28,64,0.5,0.037,0.03,0.005
2017,5,서초구,24,70,0.5,0.043,0.027,0.006
2017,6,서초구,20,43,0.4,0.042,0.025,0.006
