측정년도,측정월,측정소,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
2013,10,영등포구,25,30,0.4,0.017,0.038,0.004
2013,11,영등포구,22,44,0.6,0.012,0.033,0.006
2013,12,영등포구,26,56,0.8,0.01,0.032,0.009
2014,1,영등포구,25,59,0.8,0.01,0.035,0.009
2014,2,영등포구,30,59,0.6,0.017,0.037,0.008
2014,3,영등포구,32,60,0.6,0.03,0.03,0.007
2014,4,영등포구,24,58,0.5,0.03,0.035,0.004
2014,5,영등포구,24,65,0.6,0.042,0.033,0.007
2014,6,영등포구,22,40,0.6,0.032,0.03,0.005
2014,7,영등포구,19,40,0.7,0.036,0.027,0.005
2014,8,영등포구,23,30,0.6,0.028,0.025,0.004
2014,9,영등포구,16,30,0.6,0.026,0.03,0.005
2014,10,영등포구,25,32,0.6,0.019,0.031,0.004
2014,11,영등포구,22,43,0.9,0.013,0.035,0.004
2014,12,영등포구,26,42,0.9,0.014,0.031,0.005
2015,1,영등포구,25,49,0.9,0.015,0.031,0.007
2015,2,영등포구,30,85,0.8,0.017,0.033,0.006
2015,3,영등포구,32,79,0.8,0.02,0.038,0.008
2015,4,영등포구,24,51,0.7,0.028,0.03,0.006
2015,5,영등포구,24,50,0.5,0.034,0.029,0.006
2015,6,영등포구,22,38,0.5,0.039,0.026,0.005
2015,7,영등포구,19,31,0.5,0.028,0.021,0.005
2015,8,영등포구,23,35,0.4,0.026,0.025,0.005
2015,9,영등포구,16,30,0.4,0.024,0.025,0.005
2015,10,영등포구,25,35,0.5,0.017,0.03,0.005
2015,11,영등포구,22,38,0.6,0.01,0.028,0.005
2015,12,영등포구,26,55,0.8,0.007,0.03,0.006
2010,1,동작구,24,56,0.7,0.013,0.047,0.008
2010,2,동작구,29,47,0.5,0.019,0.042,0.008
2010,3,동작구,32,52,0.4,0.03,0.034,0.006
2010,4,동작구,22,45,0.4,0.035,0.035,0.006
2010,5,동작구,23,54,0.5,0.036,0.032,0.006
2010,6,동작구,21,58,0.5,0.033,0.037,0.006
2010,7,동작구,21,37,0.3,0.025,0.023,0.005
2010,8,동작구,23,37,0.3,0.018,0.026,0.005
2010,9,동작구,18,26,0.3,0.016,0.027,0.005
2010,10,동작구,30,40,0.5,0.014,0.039,0.005
2010,11,동작구,23,66,0.6,0.015,0.04,0.006
2010,12,동작구,27,61,0.7,0.009,0.046,0.006
2011,1,동작구,24,43,0.6,0.013,0.043,0.006
2011,2,동작구,29,74,0.8,0.012,0.053,0.007
2011,3,동작구,32,60,0.4,0.029,0.03,0.006
2011,4,동작구,22,56,0.4,0.031,0.037,0.007
2011,5,동작구,23,72,0.5,0.032,0.034,0.007
2011,6,동작구,21,47,0.4,0.034,0.031,0.007
2011,7,동작구,21,31,0.4,0.02,0.025,0.006
2011,8,동작구,23,25,0.4,0.019,0.024,0.006
2011,9,동작구,18,27,0.4,0.024,0.033,0.003
2011,10,동작구,30,39,0.5,0.015,0.047,0.004
2011,11,동작구,23,36,0.5,0.014,0.037,0.004
2011,12,동작구,27,41,0.6,0.011,0.032,0.006
2012,1,동작구,24,51,0.7,0.013,0.051,0.007
2012,2,동작구,29,46,0.6,0.018,0.05,0.006
2012,3,동작구,32,48,0.5,0.03,0.042,0.007
2012,4,동작구,22,51,0.5,0.033,0.035,0.004
2012,5,동작구,23,49,0.4,0.036,0.032,0.008
2012,6,동작구,21,41,0.3,0.033,0.026,0.006
2012,7,동작구,21,32,0.3,0.02,0.021,0.006
2012,8,동작구,23,27,0.3,0.023,0.02,0.006
2012,9,동작구,18,32,0.4,0.021,0.029,0.007
2012,10,동작구,30,37,0.4,0.017,0.032,0.007
2012,11,동작구,23,49,0.6,0.01,0.035,0.007
2012,12,동작구,27,48,0.7,0.009,0.04,0.008
2013,1,동작구,24,66,0.8,0.009,0.047,0.01
2013,2,동작구,29,43,0.6,0.015,0.039,0.009
2013,3,동작구,32,52,0.4,0.025,0.034,0.009
2013,4,동작구,22,50,0.5,0.034,0.031,0.008
2013,5,동작구,23,52,0.4,0.037,0.031,0.009
2013,6,동작구,21,39,0.4,0.035,0.031,0.008
2013,7,동작구,21,32,0.3,0.031,0.015,0.005
2013,8,동작구,23,32,0.4,0.032,0.02,0.006
2013,9,동작구,18,24,0.4,0.026,0.026,0.006
2013,10,동작구,30,26,0.4,0.015,0.028,0.006
2013,11,동작구,23,36,0.5,0.011,0.034,0.007
2013,12,동작구,27,46,0.7,0.008,0.044,0.008
2014,1,동작구,24,49,0.7,0.008,0.047,0.008
2014,2,동작구,29,51,0.6,0.013,0.047,0.008
2014,3,동작구,32,51,0.5,0.023,0.037,0.008
2014,4,동작구,22,51,0.5,0.026,0.041,0.008
2014,5,동작구,23,59,0.4,0.037,0.032,0.008
2014,6,동작구,21,38,0.4,0.039,0.028,0.007
2014,7,동작구,21,35,0.4,0.036,0.023,0.007
2014,8,동작구,23,28,0.3,0.03,0.026,0.006
2014,9,동작구,18,28,0.4,0.023,0.031,0.007
2014,10,동작구,30,33,0.5,0.018,0.039,0.007
2014,11,동작구,23,45,0.6,0.012,0.043,0.008
2014,12,동작구,27,64,0.7,0.012,0.038,0.008
2015,1,동작구,24,48,0.7,0.014,0.042,0.008
2015,2,동작구,29,80,0.6,0.017,0.039,0.008
2015,3,동작구,32,67,0.6,0.025,0.04,0.007
2015,4,동작구,22,37,0.5,0.029,0.035,0.006
2015,5,동작구,23,41,0.4,0.036,0.029,0.006
2015,6,동작구,21,33,0.4,0.039,0.028,0.006
2015,7,동작구,21,26,0.5,0.035,0.023,0.006
2015,8,동작구,23,37,0.5,0.035,0.025,0.006
2015,9,동작구,18,28,0.5,0.028,0.03,0.006
2015,10,동작구,30,46,0.4,0.021,0.035,0.004
2015,11,동작구,23,36,0.5,0.011,0.039,0.004
2015,12,동작구,27,43,0.7,0.01,0.048,0.005
2010,1,관악구,19,64,0.9,0.009,0.044,0.006
2010,2,관악구,32,56,0.7,0.014,0.04,0.005
2010,3,관악구,35,68,0.6,0.021,0.033,0.004
2010,4,관악구,23,55,0.6,0.024,0.036,0.004
2010,5,관악구,28,63,0.6,0.031,0.039,0.004
2010,6,관악구,24,56,0.6,0.031,0.037,0.003
2010,7,관악구,21,34,0.4,0.025,0.023,0.003
2010,8,관악구,26,34,0.5,0.02,0.027,0.003
2010,9,관악구,20,29,0.5,0.016,0.029,0.002
2010,10,관악구,28,46,0.7,0.014,0.038,0.003
2010,11,관악구,26,80,0.8,0.013,0.039,0.005
2010,12,관악구,32,71,0.8,0.009,0.038,0.005
2011,1,관악구,19,47,0.7,0.014,0.037,0.006
2011,2,관악구,32,82,1.0,0.012,0.05,0.006
2011,3,관악구,35,71,0.5,0.025,0.03,0.005
2011,4,관악구,23,59,0.6,0.027,0.038,0.005
2011,5,관악구,28,74,0.6,0.028,0.037,0.004
2011,6,관악구,24,47,0.5,0.031,0.032,0.004
2011,7,관악구,21,30,0.5,0.018,0.026,0.003
2011,8,관악구,26,30,0.4,0.02,0.023,0.003
2011,9,관악구,20,29,0.4,0.022,0.028,0.003
2011,10,관악구,28,44,0.7,0.014,0.045,0.004
2011,11,관악구,26,39,0.6,0.012,0.039,0.004
2011,12,관악구,32,44,0.7,0.01,0.038,0.006
2012,1,관악구,19,58,0.7,0.01,0.039,0.009
2012,2,관악구,32,51,0.6,0.015,0.037,0.007
2012,3,관악구,35,47,0.5,0.023,0.031,0.005
2012,4,관악구,23,49,0.5,0.027,0.031,0.005
2012,5,관악구,28,52,0.5,0.037,0.037,0.005
2012,6,관악구,24,40,0.5,0.036,0.026,0.004
2012,7,관악구,21,27,0.4,0.026,0.022,0.003
2012,8,관악구,26,20,0.4,0.029,0.02,0.003
2012,9,관악구,20,27,0.5,0.023,0.029,0.003
2012,10,관악구,28,31,0.5,0.021,0.034,0.004
2012,11,관악구,26,40,0.7,0.014,0.035,0.005
2012,12,관악구,32,40,0.8,0.012,0.038,0.006
2013,1,관악구,19,60,0.9,0.012,0.047,0.008
2013,2,관악구,32,43,0.7,0.019,0.041,0.006
2013,3,관악구,35,54,0.6,0.026,0.038,0.006
2013,4,관악구,23,53,0.6,0.031,0.032,0.005
2013,5,관악구,28,56,0.5,0.035,0.03,0.006
2013,6,관악구,24,42,0.5,0.033,0.024,0.005
2013,7,관악구,21,35,0.4,0.026,0.015,0.004
2013,8,관악구,26,39,0.4,0.031,0.02,0.005
2013,9,관악구,20,31,0.4,0.025,0.02,0.004
2013,10,관악구,28,32,0.5,0.017,0.023,0.004
2013,11,관악구,26,46,0.7,0.012,0.03,0.006
2013,12,관악구,32,58,0.8,0.009,0.039,0.008
2014,1,관악구,19,61,0.9,0.01,0.036,0.008
2014,2,관악구,32,61,0.8,0.016,0.043,0.006
2014,3,관악구,35,65,0.6,0.027,0.037,0.005
2014,4,관악구,23,62,0.6,0.028,0.04,0.005
2014,5,관악구,28,68,0.5,0.04,0.027,0.006
2014,6,관악구,24,43,0.4,0.037,0.024,0.004
2014,7,관악구,21,46,0.5,0.031,0.022,0.005
2014,8,관악구,26,36,0.5,0.025,0.027,0.005
2014,9,관악구,20,35,0.5,0.02,0.034,0.005
2014,10,관악구,28,40,0.7,0.013,0.042,0.004
2014,11,관악구,26,47,0.8,0.01,0.044,0.005
2014,12,관악구,32,44,0.8,0.009,0.037,0.007
2015,1,관악구,19,53,0.9,0.009,0.041,0.007
2015,2,관악구,32,86,0.8,0.013,0.043,0.007
2015,3,관악구,35,78,0.7,0.019,0.042,0.007
2015,4,관악구,23,49,0.6,0.03,0.033,0.005
2015,5,관악구,28,50,0.5,0.038,0.033,0.006
2015,6,관악구,24,41,0.5,0.045,0.032,0.005
2015,7,관악구,21,38,0.4,0.03,0.025,0.003
2015,8,관악구,26,41,0.5,0.027,0.027,0.004
2015,9,관악구,20,34,0.5,0.023,0.031,0.003
2015,10,관악구,28,50,0.6,0.017,0.039,0.004
2015,11,관악구,26,40,0.7,0.009,0.04,0.004
2015,12,관악구,32,52,0.9,0.008,0.042,0.005
2010,1,강남구,26,63,0.8,0.008,0.05,0.007
2010,2,강남구,33,53,0.6,0.011,0.045,0.006
2010,3,강남구,32,67,0.5,0.018,0.039,0.004
2010,4,강남구,21,53,0.4,0.019,0.044,0.004
2010,5,강남구,22,59,0.4,0.022,0.044,0.005
2010,6,강남구,21,53,0.4,0.022,0.046,0.004
2010,7,강남구,19,32,0.4,0.015,0.032,0.003
2010,8,강남구,21,32,0.4,0.012,0.034,0.003
2010,9,강남구,16,28,0.4,0.011,0.034,0.003
2010,10,강남구,23,44,0.5,0.009,0.044,0.004
2010,11,강남구,21,78,0.6,0.008,0.047,0.006
2010,12,강남구,26,68,0.6,0.006,0.044,0.006
2011,1,강남구,26,48,0.5,0.008,0.046,0.007
2011,2,강남구,33,82,0.7,0.006,0.059,0.007
2011,3,강남구,32,70,0.4,0.013,0.04,0.006
2011,4,강남구,21,60,0.5,0.024,0.047,0.005
2011,5,강남구,22,76,0.5,0.022,0.048,0.004
2011,6,강남구,21,45,0.5,0.026,0.044,0.005
2011,7,강남구,19,29,0.5,0.014,0.035,0.003
2011,8,강남구,21,30,0.5,0.015,0.032,0.003
2011,9,강남구,16,34,0.5,0.016,0.037,0.004
2011,10,강남구,23,47,0.6,0.01,0.05,0.005
2011,11,강남구,21,38,0.6,0.009,0.045,0.005
2011,12,강남구,26,46,0.7,0.007,0.043,0.005
2012,1,강남구,26,64,0.9,0.006,0.046,0.009
2012,2,강남구,33,50,0.6,0.01,0.039,0.007
2012,3,강남구,32,48,0.4,0.016,0.036,0.006
2012,4,강남구,21,53,0.4,0.016,0.038,0.005
2012,5,강남구,22,52,0.4,0.029,0.043,0.005
2012,6,강남구,21,41,0.3,0.033,0.032,0.003
2012,7,강남구,19,31,0.5,0.018,0.027,0.004
2012,8,강남구,21,25,0.4,0.017,0.028,0.004
2012,9,강남구,16,32,0.5,0.015,0.035,0.004
2012,10,강남구,23,37,0.5,0.014,0.036,0.005
2012,11,강남구,21,44,0.4,0.011,0.044,0.005
2012,12,강남구,26,43,0.5,0.009,0.048,0.005
2013,1,강남구,26,67,0.7,0.009,0.054,0.008
2013,2,강남구,33,47,0.5,0.013,0.046,0.006
2013,3,강남구,32,59,0.5,0.017,0.04,0.006
2013,4,강남구,21,55,0.5,0.03,0.037,0.006
2013,5,강남구,22,57,0.5,0.038,0.038,0.007
2013,6,강남구,21,42,0.4,0.037,0.033,0.006
2013,7,강남구,19,37,0.3,0.028,0.021,0.005
2013,8,강남구,21,37,0.3,0.03,0.024,0.005
2013,9,강남구,16,30,0.3,0.023,0.029,0.005
2013,10,강남구,23,29,0.3,0.018,0.031,0.005
2013,11,강남구,21,44,0.5,0.012,0.036,0.006
2013,12,강남구,26,55,0.6,0.009,0.042,0.007
2014,1,강남구,26,58,0.6,0.01,0.043,0.007
2014,2,강남구,33,57,0.5,0.019,0.04,0.006
2014,3,강남구,32,64,0.5,0.03,0.04,0.007
2014,4,강남구,21,60,0.5,0.034,0.042,0.006
2014,5,강남구,22,63,0.4,0.045,0.033,0.007
2014,6,강남구,21,39,0.4,0.034,0.029,0.006
2014,7,강남구,19,38,0.4,0.032,0.026,0.006
2014,8,강남구,21,29,0.4,0.024,0.027,0.005
2014,9,강남구,16,28,0.4,0.021,0.033,0.005
2014,10,강남구,23,33,0.4,0.016,0.039,0.005
2014,11,강남구,21,44,0.4,0.012,0.041,0.006
2014,12,강남구,26,44,0.5,0.012,0.037,0.006
2015,1,강남구,26,49,0.6,0.011,0.041,0.007
2015,2,강남구,33,85,0.5,0.017,0.04,0.006
2015,3,강남구,32,77,0.5,0.022,0.047,0.007
2015,4,강남구,21,47,0.4,0.025,0.037,0.005
2015,5,강남구,22,46,0.4,0.029,0.035,0.006
2015,6,강남구,21,35,0.4,0.031,0.027,0.005
2015,7,강남구,19,30,0.3,0.026,0.025,0.005
2015,8,강남구,21,32,0.4,0.025,0.027,0.005
2015,9,강남구,16,28,0.4,0.023,0.03,0.004
2015,10,강남구,23,44,0.5,0.019,0.036,0.005
2015,11,강남구,21,33,0.5,0.011,0.036,0.005
2015,12,강남구,26,46,0.6,0.01,0.039,0.005
2010,1,금천구,27,58,0.8,0.012,0.037,0.007
2010,2,금천구,28,53,0.6,0.017,0.031,0.008
2010,3,금천구,32,53,0.5,0.026,0.025,0.006
2010,4,금천구,23,44,0.4,0.029,0.023,0.006
2010,5,금천구,25,54,0.4,0.031,0.037,0.007
2010,6,금천구,26,55,0.4,0.029,0.047,0.007
2010,7,금천구,22,39,0.3,0.021,0.029,0.006
2010,8,금천구,29,35,0.3,0.017,0.03,0.006
2010,9,금천구,24,29,0.4,0.015,0.034,0.006
2010,10,금천구,29,42,0.5,0.013,0.039,0.006
2010,11,금천구,25,62,0.7,0.013,0.043,0.007
2010,12,금천구,34,51,0.7,0.01,0.041,0.008
2011,1,금천구,27,37,0.6,0.013,0.04,0.008
2011,2,금천구,28,65,0.9,0.012,0.054,0.01
2011,3,금천구,32,54,0.4,0.024,0.034,0.007
2011,4,금천구,23,50,0.4,0.028,0.036,0.007
2011,5,금천구,25,68,0.4,0.028,0.034,0.006
2011,6,금천구,26,51,0.4,0.028,0.034,0.007
2011,7,금천구,22,31,0.3,0.018,0.027,0.006
2011,8,금천구,29,30,0.4,0.018,0.025,0.006
2011,9,금천구,24,28,0.5,0.02,0.03,0.003
2011,10,금천구,29,35,0.7,0.012,0.046,0.004
2011,11,금천구,25,27,0.6,0.014,0.036,0.004
2011,12,금천구,34,39,0.7,0.01,0.04,0.007
2012,1,금천구,27,58,0.8,0.012,0.043,0.009
2012,2,금천구,28,53,0.7,0.017,0.041,0.008
2012,3,금천구,32,48,0.6,0.027,0.033,0.006
2012,4,금천구,23,51,0.4,0.031,0.032,0.006
2012,5,금천구,25,56,0.3,0.036,0.038,0.007
2012,6,금천구,26,47,0.3,0.035,0.029,0.006
2012,7,금천구,22,33,0.3,0.02,0.023,0.005
2012,8,금천구,29,30,0.3,0.025,0.02,0.004
2012,9,금천구,24,32,0.5,0.021,0.03,0.004
2012,10,금천구,29,32,0.6,0.018,0.034,0.005
2012,11,금천구,25,34,0.8,0.012,0.036,0.006
2012,12,금천구,34,42,0.9,0.012,0.042,0.008
2013,1,금천구,27,66,1.1,0.014,0.05,0.01
2013,2,금천구,28,46,0.7,0.017,0.039,0.008
2013,3,금천구,32,55,0.5,0.024,0.038,0.007
2013,4,금천구,23,52,0.4,0.032,0.037,0.007
2013,5,금천구,25,55,0.3,0.034,0.038,0.008
2013,6,금천구,26,43,0.3,0.032,0.039,0.008
2013,7,금천구,22,34,0.3,0.023,0.023,0.006
2013,8,금천구,29,36,0.3,0.026,0.025,0.006
2013,9,금천구,24,29,0.4,0.027,0.029,0.005
2013,10,금천구,29,29,0.5,0.016,0.033,0.005
2013,11,금천구,25,42,0.4,0.011,0.036,0.006
2013,12,금천구,34,51,0.7,0.008,0.041,0.008
2014,1,금천구,27,53,0.8,0.009,0.039,0.008
2014,2,금천구,28,54,0.8,0.014,0.039,0.007
2014,3,금천구,32,55,0.6,0.024,0.032,0.007
2014,4,금천구,23,54,0.5,0.027,0.035,0.006
2014,5,금천구,25,59,0.4,0.037,0.026,0.006
2014,6,금천구,26,38,0.3,0.031,0.022,0.005
2014,7,금천구,22,37,0.2,0.028,0.019,0.005
2014,8,금천구,29,29,0.4,0.021,0.02,0.005
2014,9,금천구,24,28,0.4,0.02,0.027,0.006
2014,10,금천구,29,30,0.5,0.018,0.032,0.006
2014,11,금천구,25,42,0.7,0.011,0.036,0.007
2014,12,금천구,34,41,0.7,0.01,0.032,0.007
2015,1,금천구,27,47,0.8,0.009,0.037,0.007
2015,2,금천구,28,78,0.7,0.014,0.034,0.007
2015,3,금천구,32,64,0.7,0.019,0.038,0.007
2015,4,금천구,23,41,0.6,0.024,0.031,0.006
2015,5,금천구,25,45,0.5,0.028,0.028,0.007
2015,6,금천구,26,39,0.4,0.031,0.023,0.006
2015,7,금천구,22,33,0.3,0.022,0.02,0.006
2015,8,금천구,29,39,0.3,0.024,0.031,0.006
2015,9,금천구,24,35,0.5,0.023,0.035,0.004
2015,10,금천구,29,43,0.5,0.018,0.037,0.004
2015,11,금천구,25,32,0.6,0.013,0.036,0.004
2015,12,금천구,34,53,0.8,0.009,0.044,0.005
2010,1,강동구,27,49,0.5,0.01,0.04,0.01
2010,2,강동구,31,49,0.3,0.016,0.036,0.008
2010,3,강동구,27,63,0.2,0.026,0.03,0.006
2010,4,강동구,19,50,0.3,0.028,0.034,0.005
2010,5,강동구,20,57,0.3,0.032,0.034,0.005
2010,6,강동구,18,41,0.3,0.035,0.034,0.005
2010,7,강동구,17,30,0.1,0.025,0.03,0.005
2010,8,강동구,18,27,0.4,0.015,0.022,0.004
2010,9,강동구,15,23,0.3,0.016,0.021,0.004
2010,10,강동구,25,39,0.5,0.016,0.028,0.005
2010,11,강동구,20,66,0.7,0.013,0.031,0.006
2010,12,강동구,25,58,0.7,0.01,0.029,0.007
2011,1,강동구,27,42,0.8,0.013,0.032,0.006
2011,2,강동구,31,70,0.9,0.013,0.039,0.008
2011,3,강동구,27,62,0.6,0.027,0.028,0.006
2011,4,강동구,19,55,0.6,0.03,0.034,0.007
2011,5,강동구,20,72,0.5,0.031,0.03,0.006
2011,6,강동구,18,41,0.5,0.032,0.027,0.005
2011,7,강동구,17,26,0.4,0.018,0.021,0.005
2011,8,강동구,18,25,0.4,0.019,0.018,0.005
2011,9,강동구,15,28,0.3,0.021,0.02,0.004
2011,10,강동구,25,40,0.4,0.014,0.027,0.005
2011,11,강동구,20,36,0.6,0.014,0.032,0.006
2011,12,강동구,25,46,0.7,0.011,0.037,0.007
2012,1,강동구,27,58,0.7,0.012,0.038,0.009
2012,2,강동구,31,48,0.6,0.017,0.036,0.007
2012,3,강동구,27,44,0.5,0.03,0.033,0.007
2012,4,강동구,19,50,0.4,0.031,0.037,0.007
2012,5,강동구,20,49,0.4,0.039,0.034,0.007
2012,6,강동구,18,38,0.3,0.042,0.023,0.006
2012,7,강동구,17,27,0.3,0.025,0.021,0.005
2012,8,강동구,18,20,0.2,0.025,0.016,0.005
2012,9,강동구,15,25,0.3,0.027,0.023,0.005
2012,10,강동구,25,32,0.4,0.02,0.031,0.005
2012,11,강동구,20,41,0.5,0.011,0.033,0.004
2012,12,강동구,25,40,0.6,0.009,0.031,0.004
2013,1,강동구,27,62,0.9,0.01,0.037,0.006
2013,2,강동구,31,42,0.7,0.015,0.037,0.005
2013,3,강동구,27,54,0.7,0.02,0.039,0.006
2013,4,강동구,19,50,0.6,0.027,0.035,0.005
2013,5,강동구,20,53,0.6,0.027,0.035,0.004
2013,6,강동구,18,38,0.5,0.032,0.03,0.003
2013,7,강동구,17,33,0.4,0.026,0.024,0.004
2013,8,강동구,18,32,0.4,0.027,0.025,0.004
2013,9,강동구,15,26,0.4,0.024,0.025,0.003
2013,10,강동구,25,28,0.4,0.019,0.03,0.003
2013,11,강동구,20,42,0.7,0.012,0.038,0.005
2013,12,강동구,25,55,0.8,0.007,0.046,0.007
2014,1,강동구,27,58,0.8,0.008,0.046,0.007
2014,2,강동구,31,56,0.6,0.018,0.039,0.006
2014,3,강동구,27,59,0.6,0.025,0.042,0.006
2014,4,강동구,19,56,0.6,0.028,0.044,0.005
2014,5,강동구,20,59,0.5,0.041,0.04,0.005
2014,6,강동구,18,36,0.4,0.04,0.031,0.004
2014,7,강동구,17,35,0.4,0.037,0.019,0.004
2014,8,강동구,18,27,0.4,0.024,0.021,0.003
2014,9,강동구,15,27,0.4,0.02,0.025,0.003
2014,10,강동구,25,34,0.5,0.015,0.03,0.004
2014,11,강동구,20,45,0.6,0.011,0.036,0.005
2014,12,강동구,25,42,0.7,0.009,0.03,0.006
2015,1,강동구,27,47,0.7,0.009,0.034,0.006
2015,2,강동구,31,81,0.7,0.015,0.036,0.006
2015,3,강동구,27,68,0.6,0.023,0.041,0.007
2015,4,강동구,19,42,0.5,0.029,0.033,0.005
2015,5,강동구,20,42,0.5,0.032,0.034,0.005
2015,6,강동구,18,32,0.4,0.037,0.025,0.004
2015,7,강동구,17,26,0.4,0.026,0.021,0.004
2015,8,강동구,18,31,0.4,0.027,0.023,0.004
2015,9,강동구,15,29,0.4,0.019,0.024,0.003
2015,10,강동구,25,47,0.5,0.013,0.035,0.004
2015,11,강동구,20,35,0.5,0.01,0.032,0.004
2015,12,강동구,25,50,0.7,0.007,0.037,0.004
2010,1,강북구,22,54,0.9,0.015,0.049,0.01
2010,2,강북구,25,45,0.6,0.018,0.043,0.009
2010,3,강북구,27,51,0.4,0.028,0.033,0.006
2010,4,강북구,18,46,0.4,0.03,0.036,0.006
2010,5,강북구,21,53,0.4,0.035,0.034,0.006
2010,6,강북구,18,52,0.3,0.039,0.032,0.005
2010,7,강북구,17,39,0.3,0.025,0.025,0.005
2010,8,강북구,23,33,0.3,0.02,0.026,0.005
2010,9,강북구,23,25,0.3,0.017,0.027,0.005
2010,10,강북구,27,38,0.4,0.017,0.037,0.006
2010,11,강북구,22,57,0.7,0.013,0.042,0.005
2010,12,강북구,29,50,0.7,0.011,0.037,0.006
2011,1,강북구,22,36,0.7,0.014,0.036,0.005
2011,2,강북구,25,65,0.9,0.014,0.05,0.007
2011,3,강북구,27,57,0.5,0.028,0.032,0.005
2011,4,강북구,18,51,0.5,0.029,0.036,0.008
2011,5,강북구,21,56,0.4,0.029,0.032,0.007
2011,6,강북구,18,35,0.4,0.032,0.027,0.007
2011,7,강북구,17,26,0.4,0.017,0.026,0.007
2011,8,강북구,23,26,0.3,0.018,0.023,0.006
2011,9,강북구,23,25,0.3,0.021,0.027,0.004
2011,10,강북구,27,33,0.6,0.016,0.042,0.004
2011,11,강북구,22,30,0.6,0.013,0.041,0.005
2011,12,강북구,29,32,0.6,0.013,0.038,0.006
2012,1,강북구,22,52,0.6,0.015,0.039,0.009
2012,2,강북구,25,49,0.5,0.02,0.039,0.006
2012,3,강북구,27,46,0.4,0.03,0.033,0.004
2012,4,강북구,18,50,0.4,0.032,0.035,0.004
2012,5,강북구,21,49,0.4,0.037,0.032,0.004
2012,6,강북구,18,48,0.3,0.036,0.024,0.004
2012,7,강북구,17,37,0.3,0.02,0.024,0.003
2012,8,강북구,23,28,0.3,0.023,0.017,0.003
2012,9,강북구,23,32,0.4,0.019,0.025,0.003
2012,10,강북구,27,29,0.4,0.018,0.034,0.003
2012,11,강북구,22,38,0.5,0.013,0.034,0.004
2012,12,강북구,29,33,0.6,0.012,0.034,0.005
2013,1,강북구,22,64,0.7,0.012,0.042,0.007
2013,2,강북구,25,45,0.4,0.02,0.034,0.005
2013,3,강북구,27,56,0.4,0.026,0.036,0.006
2013,4,강북구,18,52,0.4,0.031,0.033,0.005
2013,5,강북구,21,58,0.4,0.031,0.033,0.006
2013,6,강북구,18,38,0.3,0.032,0.025,0.004
2013,7,강북구,17,35,0.3,0.025,0.021,0.004
2013,8,강북구,23,36,0.3,0.031,0.023,0.004
2013,9,강북구,23,29,0.2,0.022,0.025,0.005
2013,10,강북구,27,30,0.3,0.016,0.031,0.005
2013,11,강북구,22,43,0.5,0.012,0.037,0.006
2013,12,강북구,29,58,0.6,0.009,0.043,0.008
2014,1,강북구,22,58,0.5,0.012,0.039,0.007
2014,2,강북구,25,58,0.4,0.018,0.035,0.006
2014,3,강북구,27,61,0.4,0.022,0.034,0.006
2014,4,강북구,18,57,0.3,0.027,0.033,0.005
2014,5,강북구,21,62,0.3,0.043,0.03,0.006
2014,6,강북구,18,38,0.3,0.037,0.024,0.005
2014,7,강북구,17,39,0.3,0.036,0.023,0.005
2014,8,강북구,23,30,0.3,0.027,0.02,0.004
2014,9,강북구,23,29,0.3,0.022,0.025,0.004
2014,10,강북구,27,33,0.4,0.016,0.031,0.005
2014,11,강북구,22,44,0.4,0.012,0.036,0.006
2014,12,강북구,29,43,0.5,0.012,0.032,0.006
2015,1,강북구,22,48,0.5,0.012,0.034,0.007
2015,2,강북구,25,82,0.4,0.016,0.032,0.006
2015,3,강북구,27,67,0.4,0.021,0.035,0.006
2015,4,강북구,18,45,0.3,0.025,0.028,0.005
2015,5,강북구,21,40,0.3,0.028,0.026,0.005
2015,6,강북구,18,29,0.3,0.031,0.021,0.005
2015,7,강북구,17,27,0.3,0.026,0.019,0.005
2015,8,강북구,23,34,0.3,0.031,0.021,0.005
2015,9,강북구,23,37,0.5,0.029,0.032,0.002
2015,10,강북구,27,43,0.5,0.023,0.034,0.003
2015,11,강북구,22,31,0.6,0.012,0.035,0.003
2015,12,강북구,29,48,0.8,0.01,0.039,0.005
2010,1,성북구,23,56,0.9,0.009,0.048,0.006
2010,2,성북구,28,47,0.8,0.011,0.045,0.005
2010,3,성북구,27,60,0.6,0.017,0.036,0.004
2010,4,성북구,20,43,0.6,0.019,0.039,0.004
2010,5,성북구,20,43,0.6,0.026,0.039,0.004
2010,6,성북구,18,42,0.5,0.034,0.035,0.003
2010,7,성북구,16,27,0.5,0.02,0.027,0.003
2010,8,성북구,19,27,0.5,0.016,0.028,0.003
2010,9,성북구,15,22,0.6,0.014,0.026,0.002
2010,10,성북구,21,36,0.7,0.015,0.038,0.004
2010,11,성북구,19,64,0.9,0.011,0.039,0.004
2010,12,성북구,25,57,1.0,0.01,0.036,0.004
2011,1,성북구,23,39,0.8,0.015,0.035,0.005
2011,2,성북구,28,63,1.1,0.013,0.048,0.005
2011,3,성북구,27,56,0.6,0.026,0.03,0.004
2011,4,성북구,20,49,0.6,0.025,0.039,0.004
2011,5,성북구,20,67,0.5,0.025,0.036,0.004
2011,6,성북구,18,39,0.5,0.03,0.031,0.003
2011,7,성북구,16,25,0.5,0.014,0.028,0.002
2011,8,성북구,19,24,0.4,0.016,0.024,0.003
2011,9,성북구,15,27,0.4,0.022,0.024,0.003
