요양개시년월,주소(시도),주소(시군구),연령군,진료에피소드 건수,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
201002,서울특별시,강서구,5,1216,35,52,0.7,0.015,0.043,0.007
201002,서울특별시,관악구,0,512,32,56,0.7,0.014,0.04,0.005
201002,서울특별시,관악구,1,663,32,56,0.7,0.014,0.04,0.005
201002,서울특별시,관악구,2,395,32,56,0.7,0.014,0.04,0.005
201002,서울특별시,관악구,3,2447,32,56,0.7,0.014,0.04,0.005
201002,서울특별시,관악구,4,1467,32,56,0.7,0.014,0.04,0.005
201002,서울특별시,관악구,5,826,32,56,0.7,0.014,0.04,0.005
201002,서울특별시,광진구,0,1239,28,47,0.6,0.017,0.035,0.005
201002,서울특별시,광진구,1,1492,28,47,0.6,0.017,0.035,0.005
201002,서울특별시,광진구,2,963,28,47,0.6,0.017,0.035,0.005
201002,서울특별시,광진구,3,4930,28,47,0.6,0.017,0.035,0.005
201002,서울특별시,광진구,4,3313,28,47,0.6,0.017,0.035,0.005
201002,서울특별시,광진구,5,1508,28,47,0.6,0.017,0.035,0.005
201002,서울특별시,구로구,0,2111,28,53,0.8,0.015,0.04,0.005
201002,서울특별시,구로구,1,2538,28,53,0.8,0.015,0.04,0.005
201002,서울특별시,구로구,2,1641,28,53,0.8,0.015,0.04,0.005
201002,서울특별시,구로구,3,7886,28,53,0.8,0.015,0.04,0.005
201002,서울특별시,구로구,4,4820,28,53,0.8,0.015,0.04,0.005
201002,서울특별시,구로구,5,1544,28,53,0.8,0.015,0.04,0.005
201002,서울특별시,금천구,0,1177,28,53,0.6,0.017,0.031,0.008
201002,서울특별시,금천구,1,1404,28,53,0.6,0.017,0.031,0.008
201002,서울특별시,금천구,2,1091,28,53,0.6,0.017,0.031,0.008
201002,서울특별시,금천구,3,5198,28,53,0.6,0.017,0.031,0.008
201002,서울특별시,금천구,4,3565,28,53,0.6,0.017,0.031,0.008
201002,서울특별시,금천구,5,1138,28,53,0.6,0.017,0.031,0.008
201002,서울특별시,노원구,0,488,31,46,0.6,0.018,0.036,0.007
201002,서울특별시,노원구,1,561,31,46,0.6,0.018,0.036,0.007
201002,서울특별시,노원구,2,408,31,46,0.6,0.018,0.036,0.007
201002,서울특별시,노원구,3,2308,31,46,0.6,0.018,0.036,0.007
201002,서울특별시,노원구,4,1523,31,46,0.6,0.018,0.036,0.007
201002,서울특별시,노원구,5,585,31,46,0.6,0.018,0.036,0.007
201002,서울특별시,도봉구,0,1647,29,44,0.7,0.018,0.036,0.005
201002,서울특별시,도봉구,1,1427,29,44,0.7,0.018,0.036,0.005
201002,서울특별시,도봉구,2,764,29,44,0.7,0.018,0.036,0.005
201002,서울특별시,도봉구,3,4823,29,44,0.7,0.018,0.036,0.005
201002,서울특별시,도봉구,4,3032,29,44,0.7,0.018,0.036,0.005
201002,서울특별시,도봉구,5,1265,29,44,0.7,0.018,0.036,0.005
201002,서울특별시,동대문구,0,1069,26,52,0.6,0.012,0.043,0.007
201002,서울특별시,동대문구,1,1291,26,52,0.6,0.012,0.043,0.007
201002,서울특별시,동대문구,2,705,26,52,0.6,0.012,0.043,0.007
201002,서울특별시,동대문구,3,3684,26,52,0.6,0.012,0.043,0.007
201002,서울특별시,동대문구,4,2258,26,52,0.6,0.012,0.043,0.007
201002,서울특별시,동대문구,5,1261,26,52,0.6,0.012,0.043,0.007
201002,서울특별시,동작구,0,102,29,47,0.5,0.019,0.042,0.008
201002,서울특별시,동작구,1,105,29,47,0.5,0.019,0.042,0.008
201002,서울특별시,동작구,2,87,29,47,0.5,0.019,0.042,0.008
201002,서울특별시,동작구,3,601,29,47,0.5,0.019,0.042,0.008
201002,서울특별시,동작구,4,386,29,47,0.5,0.019,0.042,0.008
201002,서울특별시,동작구,5,182,29,47,0.5,0.019,0.042,0.008
201002,서울특별시,마포구,0,1386,31,54,0.7,0.011,0.039,0.005
201002,서울특별시,마포구,1,1398,31,54,0.7,0.011,0.039,0.005
201002,서울특별시,마포구,2,902,31,54,0.7,0.011,0.039,0.005
201002,서울특별시,마포구,3,6420,31,54,0.7,0.011,0.039,0.005
201002,서울특별시,마포구,4,3678,31,54,0.7,0.011,0.039,0.005
201002,서울특별시,마포구,5,1669,31,54,0.7,0.011,0.039,0.005
201002,서울특별시,서대문구,0,1071,33,46,0.7,0.024,0.032,0.007
201002,서울특별시,서대문구,1,1207,33,46,0.7,0.024,0.032,0.007
201002,서울특별시,서대문구,2,752,33,46,0.7,0.024,0.032,0.007
201002,서울특별시,서대문구,3,4890,33,46,0.7,0.024,0.032,0.007
201002,서울특별시,서대문구,4,2723,33,46,0.7,0.024,0.032,0.007
201002,서울특별시,서대문구,5,1353,33,46,0.7,0.024,0.032,0.007
201002,서울특별시,서초구,0,670,34,52,0.6,0.012,0.036,0.005
201002,서울특별시,서초구,1,818,34,52,0.6,0.012,0.036,0.005
201002,서울특별시,서초구,2,540,34,52,0.6,0.012,0.036,0.005
201002,서울특별시,서초구,3,3299,34,52,0.6,0.012,0.036,0.005
201002,서울특별시,서초구,4,2018,34,52,0.6,0.012,0.036,0.005
201002,서울특별시,서초구,5,912,34,52,0.6,0.012,0.036,0.005
201002,서울특별시,성동구,0,1550,31,50,0.7,0.015,0.036,0.006
201002,서울특별시,성동구,1,2357,31,50,0.7,0.015,0.036,0.006
201002,서울특별시,성동구,2,1656,31,50,0.7,0.015,0.036,0.006
201002,서울특별시,성동구,3,6159,31,50,0.7,0.015,0.036,0.006
201002,서울특별시,성동구,4,3919,31,50,0.7,0.015,0.036,0.006
201002,서울특별시,성동구,5,1591,31,50,0.7,0.015,0.036,0.006
201002,서울특별시,성북구,0,1307,28,47,0.8,0.011,0.045,0.005
201002,서울특별시,성북구,1,1834,28,47,0.8,0.011,0.045,0.005
201002,서울특별시,성북구,2,1363,28,47,0.8,0.011,0.045,0.005
201002,서울특별시,성북구,3,5290,28,47,0.8,0.011,0.045,0.005
201002,서울특별시,성북구,4,3509,28,47,0.8,0.011,0.045,0.005
201002,서울특별시,성북구,5,1147,28,47,0.8,0.011,0.045,0.005
201002,서울특별시,송파구,0,822,33,47,0.7,0.016,0.033,0.006
201002,서울특별시,송파구,1,954,33,47,0.7,0.016,0.033,0.006
201002,서울특별시,송파구,2,646,33,47,0.7,0.016,0.033,0.006
201002,서울특별시,송파구,3,3666,33,47,0.7,0.016,0.033,0.006
201002,서울특별시,송파구,4,2327,33,47,0.7,0.016,0.033,0.006
201002,서울특별시,송파구,5,1103,33,47,0.7,0.016,0.033,0.006
201002,서울특별시,양천구,0,1064,31,53,0.8,0.018,0.045,0.008
201002,서울특별시,양천구,1,1246,31,53,0.8,0.018,0.045,0.008
201002,서울특별시,양천구,2,899,31,53,0.8,0.018,0.045,0.008
201002,서울특별시,양천구,3,4284,31,53,0.8,0.018,0.045,0.008
201002,서울특별시,양천구,4,2656,31,53,0.8,0.018,0.045,0.008
201002,서울특별시,양천구,5,1051,31,53,0.8,0.018,0.045,0.008
201002,서울특별시,영등포구,0,323,30,51,0.8,0.013,0.045,0.005
201002,서울특별시,영등포구,1,436,30,51,0.8,0.013,0.045,0.005
201002,서울특별시,영등포구,2,320,30,51,0.8,0.013,0.045,0.005
201002,서울특별시,영등포구,3,1457,30,51,0.8,0.013,0.045,0.005
201002,서울특별시,영등포구,4,1084,30,51,0.8,0.013,0.045,0.005
201002,서울특별시,영등포구,5,629,30,51,0.8,0.013,0.045,0.005
201002,서울특별시,용산구,0,850,28,51,0.5,0.014,0.043,0.007
201002,서울특별시,용산구,1,1304,28,51,0.5,0.014,0.043,0.007
201002,서울특별시,용산구,2,872,28,51,0.5,0.014,0.043,0.007
201002,서울특별시,용산구,3,3599,28,51,0.5,0.014,0.043,0.007
201002,서울특별시,용산구,4,2418,28,51,0.5,0.014,0.043,0.007
201002,서울특별시,용산구,5,1088,28,51,0.5,0.014,0.043,0.007
201002,서울특별시,은평구,0,1232,33,46,0.8,0.019,0.035,0.006
201002,서울특별시,은평구,1,1242,33,46,0.8,0.019,0.035,0.006
201002,서울특별시,은평구,2,750,33,46,0.8,0.019,0.035,0.006
201002,서울특별시,은평구,3,4789,33,46,0.8,0.019,0.035,0.006
201002,서울특별시,은평구,4,2711,33,46,0.8,0.019,0.035,0.006
201002,서울특별시,은평구,5,1294,33,46,0.8,0.019,0.035,0.006
201002,서울특별시,종로구,0,1701,30,50,0.6,0.016,0.041,0.007
201002,서울특별시,종로구,1,1885,30,50,0.6,0.016,0.041,0.007
201002,서울특별시,종로구,2,1002,30,50,0.6,0.016,0.041,0.007
201002,서울특별시,종로구,3,5591,30,50,0.6,0.016,0.041,0.007
201002,서울특별시,종로구,4,3363,30,50,0.6,0.016,0.041,0.007
201002,서울특별시,종로구,5,1637,30,50,0.6,0.016,0.041,0.007
201002,서울특별시,중구,0,707,27,50,0.8,0.014,0.039,0.005
201002,서울특별시,중구,1,730,27,50,0.8,0.014,0.039,0.005
201002,서울특별시,중구,2,394,27,50,0.8,0.014,0.039,0.005
201002,서울특별시,중구,3,2219,27,50,0.8,0.014,0.039,0.005
201002,서울특별시,중구,4,1467,27,50,0.8,0.014,0.039,0.005
201002,서울특별시,중구,5,697,27,50,0.8,0.014,0.039,0.005
201002,서울특별시,중랑구,0,976,31,48,0.6,0.014,0.038,0.006
201002,서울특별시,중랑구,1,1036,31,48,0.6,0.014,0.038,0.006
201002,서울특별시,중랑구,2,629,31,48,0.6,0.014,0.038,0.006
201002,서울특별시,중랑구,3,4185,31,48,0.6,0.014,0.038,0.006
201002,서울특별시,중랑구,4,2237,31,48,0.6,0.014,0.038,0.006
201002,서울특별시,중랑구,5,1180,31,48,0.6,0.014,0.038,0.006
201003,서울특별시,강남구,0,1966,32,67,0.5,0.018,0.039,0.004
201003,서울특별시,강남구,1,2403,32,67,0.5,0.018,0.039,0.004
201003,서울특별시,강남구,2,2714,32,67,0.5,0.018,0.039,0.004
201003,서울특별시,강남구,3,6016,32,67,0.5,0.018,0.039,0.004
201003,서울특별시,강남구,4,3327,32,67,0.5,0.018,0.039,0.004
201003,서울특별시,강남구,5,1600,32,67,0.5,0.018,0.039,0.004
201003,서울특별시,강동구,0,1516,27,63,0.2,0.026,0.03,0.006
